Species.Original.Name;TaxonomicStatus;UpdatedPlantFamily;UpdatedPlantGenus;UpdatedPlantEphitet;UpdatedPlantSpecies;Frugivore.Genus;Frugivore.Species;Seed.width.mm.;Wood.density.g.cm3;Wood.density.level;Seed.weigh.g;Tree.size.max.m;nwd;nsw;nts;Full.Citation
Clidemia debilis;Accepted;Melastomataceae;Clidemia;debilis;Clidemia debilis;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Clusia sp. 2;Genus-level;Clusiaceae;Clusia;sp.;Clusia sp.;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Clusia sp. 3;Genus-level;Clusiaceae;Clusia;sp.;Clusia sp.;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Clusia sp. 4;Genus-level;Clusiaceae;Clusia;sp.;Clusia sp.;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Clusia sp. 1;Genus-level;Clusiaceae;Clusia;sp.;Clusia sp.;Tapirus;Tapirus terrestris;3;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Coccoloba mosenii;Accepted;Polygonaceae;Coccoloba;mosenii;Coccoloba mosenii;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Coccoloba mosenii;Accepted;Polygonaceae;Coccoloba;mosenii;Coccoloba mosenii;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Comolia villosa;Synonym;Melastomataceae;Comolia;villosa;Comolia villosa;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Cordia guanacastensis;Accepted;Boraginaceae;Cordia;guanacastensis;Cordia guanacastensis;Tapirus;Tapirus bairdii;NA;NA;;NA;NA;NA;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Cordia sp.;Genus-level;Boraginaceae;Cordia;sp.;Cordia sp.;Brachyteles;Brachyteles arachnoides;6;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Cordia sp. 2;Genus-level;Boraginaceae;Cordia;sp.;Cordia sp.;Brachyteles;Brachyteles arachnoides;7;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Cordia sp.;Genus-level;Boraginaceae;Cordia;sp.;Cordia sp.;Tapirus;Tapirus terrestris;6;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Coussapoa sp.;Genus-level;Urticaceae;Coussapoa;sp.;Coussapoa sp.;Brachyteles;Brachyteles arachnoides;8;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Coussarea triflora;Accepted;Rubiaceae;Coussarea;triflora;Coussarea triflora;Brachyteles;Brachyteles hypoxanthus;16;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Coussarea triflora;Accepted;Rubiaceae;Coussarea;triflora;Coussarea triflora;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cybianthus coriaceus;Accepted;Primulaceae;Cybianthus;coriaceus;Cybianthus coriaceus;Brachyteles;Brachyteles hypoxanthus;2;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Cybianthus coriaceus;Accepted;Primulaceae;Cybianthus;coriaceus;Cybianthus coriaceus;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cyperus diffusus;Accepted;Cyperaceae;Cyperus;diffusus;Cyperus diffusus;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Cyrtocymura scorpioides;Accepted;Compositae;Cyrtocymura;scorpioides;Cyrtocymura scorpioides;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;
Diclidanthera sp.;Genus-level;Polygalaceae;Diclidanthera;sp.;Diclidanthera sp.;Brachyteles;Brachyteles arachnoides;10,34;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Dicliptera squarrosa;Synonym;Acanthaceae;Dicliptera;squarrosa;Dicliptera squarrosa;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Chalukian, S. C., de BUSTOS, M. S., & LIZÁRRAGA, R. L. (2013). Diet of lowland tapir (Tapirus terrestris) in El Rey National Park, Salta, Argentina. Integrative Zoology, 8(1), 48-56.
Dimorphandra mollis;Accepted;Leguminosae;Dimorphandra;mollis;Dimorphandra mollis;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Dimorphandra mollis;Accepted;Leguminosae;Dimorphandra;mollis;Dimorphandra mollis;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Dioclea macrocarpa;Accepted;Leguminosae;Dioclea;macrocarpa;Dioclea macrocarpa;Ateles;Ateles spp.;NA;NA;;NA;NA;NA;NA;NA;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Melloa quadrivalvis;Synonym;Bignoniaceae;Dolichandra;quadrivalvis;Dolichandra quadrivalvis;Ateles;Ateles chamek;NA;NA;;NA;NA;NA;NA;NA;Felton, A. M., Felton, A., Wood, J. T., & Lindenmayer, D. B. (2008).Â Diet and Feeding Ecology of Ateles chamek in a Bolivian Semihumid Forest: The Importance of Ficus as a Staple Food Resource. Intertiol Jourl of Primatology, 29(2), 379â€“403.Â doi:10.1007/s10764-008-9241-1Â 
Duguetia riparia;Accepted;Annonaceae;Duguetia;riparia;Duguetia riparia;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Tobler, M. W., Janovec, J. P., & Cornejo, F. (2010). Frugivory and seed dispersal by the lowland tapir Tapirus terrestris in the Peruvian Amazon. Biotropica, 42(2), 215-222.
Duranta sp.;Genus-level;Verbenaceae;Duranta;sp.;Duranta sp.;Brachyteles;Brachyteles arachnoides;14;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Duroia veluti;Accepted;Rubiaceae;Duroia;velutina;Duroia velutina;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Duroia velutina;Accepted;Rubiaceae;Duroia;velutina;Duroia velutina;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Elaeis guineensis ;Accepted;Arecaceae;Elaeis;guineensis;Elaeis guineensis;Tapirus;Tapirus terrestris;8;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Elaeoluma glabrescens;Accepted;Sapotaceae;Elaeoluma;glabrescens;Elaeoluma glabrescens;Ateles;Ateles geoffroyi;NA;NA;;NA;NA;NA;NA;NA;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Elephantomene eburnea;Accepted;Menispermaceae;Elephantomene;eburnea;Elephantomene eburnea;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Emmotum acuminatum;Accepted;Icacinaceae;Emmotum;acuminatum;Emmotum acuminatum;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Erythroxylum sp.;Genus-level;Erythroxylaceae;Erythroxylum;sp.;Erythroxylum sp.;Tapirus;Tapirus terrestris;4;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia burkartia;Accepted;Myrtaceae;Eugenia;burkartiana;Eugenia burkartiana;Brachyteles;Brachyteles arachnoides;0,3;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia burkartiana;Accepted;Myrtaceae;Eugenia;burkartiana;Eugenia burkartiana;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Eugenia dodoneaefolia;Typo;Myrtaceae;Eugenia;dodonaeifolia;Eugenia dodonaeifolia;Brachyteles;Brachyteles arachnoides;7;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia dodonaeifolia;Accepted;Myrtaceae;Eugenia;dodonaeifolia;Eugenia dodonaeifolia;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Eugenia prasi;Accepted;Myrtaceae;Eugenia;prasina;Eugenia prasina;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;
Eugenia stictosepala;Synonym;Myrtaceae;Eugenia;prasina;Eugenia prasina;Brachyteles;Brachyteles arachnoides;10;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia prasina;Accepted;Myrtaceae;Eugenia;prasina;Eugenia prasina;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Eugenia pruinosa;Accepted;Myrtaceae;Eugenia;pruinosa;Eugenia pruinosa;Brachyteles;Brachyteles arachnoides;8;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia pruinosa;Accepted;Myrtaceae;Eugenia;pruinosa;Eugenia pruinosa;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Eugenia sp. 2;Genus-level;Myrtaceae;Eugenia;sp.;Eugenia sp.;Brachyteles;Brachyteles arachnoides;20;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia sp. 3;Genus-level;Myrtaceae;Eugenia;sp.;Eugenia sp.;Brachyteles;Brachyteles arachnoides;20;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia sp. 4;Genus-level;Myrtaceae;Eugenia;sp.;Eugenia sp.;Brachyteles;Brachyteles arachnoides;20;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia sp. 5;Genus-level;Myrtaceae;Eugenia;sp.;Eugenia sp.;Brachyteles;Brachyteles arachnoides;9;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia sp. 6 Â ;Genus-level;Myrtaceae;Eugenia;sp.;Eugenia sp.;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;10;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Eugenia sp. 1;Genus-level;Myrtaceae;Eugenia;sp.;Eugenia sp.;Tapirus;Tapirus terrestris;20;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Euterpe oleracea;Accepted;Arecaceae;Euterpe;oleracea;Euterpe oleracea;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Ficus clusiaefolia;Maybe a typo;Moraceae;Ficus;clusiaefolia;Ficus clusiaefolia;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Ficus davidsoniae;Accepted;Moraceae;Ficus;davidsoniae;Ficus davidsoniae;Ateles;Ateles belzebuth;NA;NA;;NA;NA;NA;NA;NA;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
Ficus krukovii;Accepted;Moraceae;Ficus;krukovii;Ficus krukovii;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Ficus leiophylla;Accepted;Moraceae;Ficus;leiophylla;Ficus leiophylla;Ateles;Ateles paniscus;NA;NA;;NA;NA;NA;NA;NA;Simmen, B., & Sabatier, D. (1996).Â Diets of some French guian primates: Food composition and food choices. Intertiol Jourl of Primatology, 17(5), 661â€“693.Â doi:10.1007/bf02735260Â 
Ficus matiziana;Accepted;Moraceae;Ficus;matiziana;Ficus matiziana;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Ficus sp.;Genus-level;Moraceae;Ficus;sp.;Ficus sp.;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ficus sp.;Genus-level;Moraceae;Ficus;sp.;Ficus sp.;Tapirus;Tapirus terrestris;5;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ficus sphenophylla;Accepted;Moraceae;Ficus;sphenophylla;Ficus sphenophylla;Ateles;Ateles belzebuth;NA;NA;;NA;NA;NA;NA;NA;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
Geonoma orbignyana subsp. hoffmanniana;Typo/Synonym;Arecaceae;Geonoma;orbignyana subsp. hoffmanniana;Geonoma orbignyana subsp. hoffmanniana;Tapirus;Tapirus bairdii;NA;NA;;NA;NA;NA;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Gleasonia uaupensis;Accepted;Rubiaceae;Gleasonia;uaupensis;Gleasonia uaupensis;Tapirus;Tapirus terrestris;NA;NA;;NA;NA;NA;NA;NA;Barcelos, A. R., Bobrowiec, P. E. D., Sanaiotti, T. M., & Gribel, R. (2013). Seed germination from lowland tapir (Tapirus terrestris) fecal samples collected during the dry season in the northern Brazilian Amazon. Integrative zoology, 8(1), 63-73.
Gnetum urens;Accepted;Gnetaceae;Gnetum;urens;Gnetum urens;Ateles;Ateles belzebuth;NA;NA;;NA;NA;NA;NA;NA;Castellanos, H. G., & Chanin, P. (1996).Â Seasol Differences in Food Choice and Patch Preference of Long-Haired Spider Monkeys (Ateles belzebuth). Adaptive Radiations of Neotropical Primates, 451â€“466.Â doi:10.1007/978-1-4419-8770-9_26Â 
Gomidesia sp.;Genus-level;Myrtaceae;Gomidesia;sp.;Gomidesia sp.;Brachyteles;Brachyteles arachnoides;NA;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Gomidesia sp.;Genus-level;Myrtaceae;Gomidesia;sp.;Gomidesia sp.;Tapirus;Tapirus terrestris;5;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Guatteria pogonopus;Accepted;Annonaceae;Guatteria;pogonopus;Guatteria pogonopus;Brachyteles;Brachyteles hypoxanthus;10;NA;;NA;NA;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Guatteria pogonopus;Accepted;Annonaceae;Guatteria;pogonopus;Guatteria pogonopus;Brachyteles;Brachyteles hypoxanthus;NA;NA;;NA;NA;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
