Species.Original.Name;TaxonomicStatus;UpdatedPlantFamily;UpdatedPlantGenus;UpdatedPlantEphitet;UpdatedPlantSpecies;Frugivore.Genus;Frugivore.Species;Seed.width.mm.;Wood.density.g.cm3;Wood.density.level;Seed.weigh.g;Tree.size.max.m;nwd;nsw;nts;Full.Citation
Byrsonima stipulacea;Accepted;Malpighiaceae;Byrsonima;stipulacea;Byrsonima stipulacea;Brachyteles;Brachyteles hypoxanthus;NA;0,72256;Species;0,66;20;6;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Byrsonima stipulaceae;Accepted;Malpighiaceae;Byrsonima;stipulacea;Byrsonima stipulacea;Brachyteles;Brachyteles hypoxanthus;9,3;0,595;Species;0,66;20;6;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Carpotroche brasiliensis;Accepted;Achariaceae;Carpotroche;brasiliensis;Carpotroche brasiliensis;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;NA;NA;;0,657;20;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Carpotroche brasiliensis;Accepted;Achariaceae;Carpotroche;brasiliensis;Carpotroche brasiliensis;Brachyteles;Brachyteles arachnoides;NA;NA;;0,657;20;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Carpotroche brasiliensis;Accepted;Achariaceae;Carpotroche;brasiliensis;Carpotroche brasiliensis;Brachyteles;Brachyteles hypoxanthus;NA;NA;;0,657;20;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cinnamodendron dinisii;Accepted;Canellaceae;Cinnamodendron;dinisii;Cinnamodendron dinisii;Brachyteles;Brachyteles arachnoides;NA;0,554501803;Species;0,357;20;12;NA;8;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cinmodendron dinisii;Typo;Canellaceae;Cinnamodendron;dinisii;Cinnamodendron dinisii;Brachyteles;Brachyteles arachnoides;7,5;0,5541667;Species;0,357;20;12;NA;10;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Enterolobium contortisiliquum;Accepted;Leguminosae;Enterolobium;contortisiliquum;Enterolobium contortisiliquum;Tapirus;Tapirus terrestris;NA;0,397900714;Species;0,251347273;20;14;11;1;Chalukian, S. C., de BUSTOS, M. S., & LIZÁRRAGA, R. L. (2013). Diet of lowland tapir (Tapirus terrestris) in El Rey National Park, Salta, Argentina. Integrative Zoology, 8(1), 48-56.
Enterolobium contortisiliquum;Accepted;Leguminosae;Enterolobium;contortisiliquum;Enterolobium contortisiliquum;Tapirus;Tapirus terrestris;NA;0,397900714;Species;0,251347273;20;14;11;1;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Enterolobium contortisiliquum;Accepted;Leguminosae;Enterolobium;contortisiliquum;Enterolobium contortisiliquum;Tapirus;Tapirus terrestris;NA;0,397900714;Species;0,251347273;20;14;11;1;Zorzi, B. T. (2009). Frugivoria por Tapirus terrestris em três regiões do Pantanal, Brasil.
Enterolobium contortisiliquum;Accepted;Leguminosae;Enterolobium;contortisiliquum;Enterolobium contortisiliquum;Tapirus;Tapirus terrestris;NA;0,397900714;Species;0,251347273;20;14;11;1;Tófoli, C. F. D. (2006). Frugivoria e dispersão de sementes por Tapirus terrestris (Linnaeus, 1758) na paisagem fragmentada do Pontal do Paranapanema, São Paulo (Doctoral dissertation, Universidade de São Paulo).
Enterolobium contortisiliquum;Accepted;Leguminosae;Enterolobium;contortisiliquum;Enterolobium contortisiliquum;Tapirus;Tapirus terrestris;5;0,3985714;Species;0,25134727;20;14;11;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Anno cacans;Typo;Annonaceae;Annona;cacans;Annona cacans;Tapirus;Tapirus terrestris;NA;0,499;Genus;0,186;20;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Annona cacans;Accepted;Annonaceae;Annona;cacans;Annona cacans;Tapirus;Tapirus terrestris;NA;0,499;Genus;0,186;20;NA;NA;NA;Tófoli, C. F. D. (2006). Frugivoria e dispersão de sementes por Tapirus terrestris (Linnaeus, 1758) na paisagem fragmentada do Pontal do Paranapanema, São Paulo (Doctoral dissertation, Universidade de São Paulo).
Annona cacans;Accepted;Annonaceae;Annona;cacans;Annona cacans;Brachyteles;Brachyteles hypoxanthus;NA;0,499;Genus;0,186;20;NA;NA;NA;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Anno cacans;Typo;Annonaceae;Annona;cacans;Annona cacans;Brachyteles;Brachyteles hypoxanthus;9;0,498;Genus;0,186;20;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Campomanesia xanthocarpa;Accepted;Myrtaceae;Campomanesia;xanthocarpa;Campomanesia xanthocarpa;Brachyteles;Brachyteles arachnoides;2;0,674;Species;0,076;20;10;NA;12;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Campomanesia xanthocarpa;Accepted;Myrtaceae;Campomanesia;xanthocarpa;Campomanesia xanthocarpa;Brachyteles;Brachyteles arachnoides;NA;0,672886438;Species;0,076;20;10;NA;11;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Citharexylum myrianthum;Accepted;Verbenaceae;Citharexylum;myrianthum;Citharexylum myrianthum;Tapirus;Tapirus terrestris;NA;0,639;Genus;0,052;20;NA;NA;1;
Cytharexylum myrianthum;Accepted;Verbenaceae;Citharexylum;myrianthum;Citharexylum myrianthum;Tapirus;Tapirus terrestris;2;0,639;Genus;0,052;20;NA;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Citharexylum myrianthum;Typo;Verbenaceae;Citharexylum;myrianthum;Citharexylum myrianthum;Tapirus;Tapirus terrestris;NA;0,639;Genus;0,052;20;NA;NA;NA;Tófoli, C. F. D. (2006). Frugivoria e dispersão de sementes por Tapirus terrestris (Linnaeus, 1758) na paisagem fragmentada do Pontal do Paranapanema, São Paulo (Doctoral dissertation, Universidade de São Paulo).
Tetrorchidium rotundatum;Accepted;Euphorbiaceae;Tetrorchidium;rotundatum;Tetrorchidium rotundatum;Ateles;Ateles geoffroyi;NA;0,47;Species;0,048;20;2;7;1;GonzÃ¡lez?Zamora, A., Arroyo?RodrÃ­guez, V., Chaves, Ã“. M., SÃ¡nchez?LÃ³pez, S., Stoner, K. E., & Riba?HernÃ¡ndez, P. (2009). Diet of spider monkeys (Ateles geoffroyi) in Mesoamerica: current knowledge and future directions.Â American Jourl of Primatology
Margaritaria nobilis;Accepted;Phyllanthaceae;Margaritaria;nobilis;Margaritaria nobilis;Tapirus;Tapirus bairdii;NA;0,607244373;Species;0,01225;20;13;6;3;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Cecropia membracea;Typo;Urticaceae;Cecropia;membranacea;Cecropia membranacea;Ateles;Ateles belzebuth;NA;0,33;Species;0,002;20;4;14;1;Stevenson, P. R., & Link, A. (2010).Â Fruit Preferences of Ateles belzebuth in Tinigua Park, Northwestern Amazonia. Intertiol Jourl of Primatology, 31(3), 393â€“407.Â doi:10.1007/s10764-010-9392-8Â 
Coussarea contracta;Accepted;Rubiaceae;Coussarea;contracta;Coussarea contracta;Brachyteles;Brachyteles arachnoides;8;0,601;Genus;NA;19,95;NA;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Coussarea contracta;Accepted;Rubiaceae;Coussarea;contracta;Coussarea contracta;Brachyteles;Brachyteles arachnoides;NA;0,601;Genus;NA;19,95;NA;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Cochlospermum vitifolium;Accepted;Bixaceae;Cochlospermum;vitifolium;Cochlospermum vitifolium;Tapirus;Tapirus bairdii;NA;0,218081082;Species;0,02613875;19,5;8;16;7;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Sacoglottis cydonioides;Typo;Humiriaceae;Sacoglottis;cydonioides;Sacoglottis cydonioides;Tapirus;Tapirus terrestris;NA;0,782186667;Species;NA;19;6;NA;1;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Sacoglottis cydonioides;Accepted;Humiriaceae;Sacoglottis;cydonioides;Sacoglottis cydonioides;Tapirus;Tapirus terrestris;NA;0,782186667;Species;NA;19;6;NA;1;Henry, O., Feer, F., & Sabatier, D. (2000). Diet of the lowland tapir (Tapirus terrestris L.) in French Guiana. Biotropica, 32(2), 364-368.
Guatteria australis;Accepted;Annonaceae;Guatteria;australis;Guatteria australis;Brachyteles;Brachyteles arachnoides;NA;0,59;Species;NA;19;2;1;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Guatteria australis;Accepted;Annonaceae;Guatteria;australis;Guatteria australis;Brachyteles;Brachyteles hypoxanthus;NA;0,59;Species;NA;19;2;1;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Ocotea silvestris;Accepted;Lauraceae;Ocotea;silvestris;Ocotea silvestris;Brachyteles;Brachyteles arachnoides;9;0,532;Genus;0,235;19;NA;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ocotea silvestris;Accepted;Lauraceae;Ocotea;silvestris;Ocotea silvestris;Brachyteles;Brachyteles arachnoides;NA;0,532;Genus;0,235;19;NA;2;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Guatteria australis;Accepted;Annonaceae;Guatteria;australis;Guatteria australis;Brachyteles;Brachyteles arachnoides, B. hypoxanthus;5;0,59;Species;0,05474;19;2;1;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Guatteria odontopetala;Synonym;Annonaceae;Guatteria;australis;Guatteria australis;Brachyteles;Brachyteles arachnoides;5;0,59;Species;0,05474;19;2;1;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Allophylus edulis;Accepted;Sapindaceae;Allophylus;edulis;Allophylus edulis;Brachyteles;Brachyteles arachnoides;20;0,5666667;Species;0,04615;19;24;2;22;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Ocotea glaziovii;Accepted;Lauraceae;Ocotea;glaziovii;Ocotea glaziovii;Brachyteles;Brachyteles arachnoides;NA;0,532;Genus;0,32554;18,05;NA;2;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Spondias venulosa;Accepted;Anacardiaceae;Spondias;venulosa;Spondias venulosa;Tapirus;Tapirus terrestris;NA;0,347;Genus;5,55;18;NA;NA;NA;Seibert, J. B. (2015). Padrão de frugivoria de Tapirus terrestris na Mata Atlântica do norte do Espírito Santo, Brasil (Doctoral dissertation, Dissertação de mestrado em Biologia Animal. Universidade Federal do Espírito Santo, Espírito Santo, Brasil).
Astrocaryum standleyanum;Accepted;Arecaceae;Astrocaryum;standleyanum;Astrocaryum standleyanum;Ateles;Ateles spp.;NA;;;7,598;17,41;NA;6;1;Russo, S. E., Campbell, C. J., Dew, J. L., Stevenson, P. R., & Suarez, S. A. (2005). A multi-forest comparison of dietary preferences and seed dispersal by Ateles spp.Â Intertiol jourl of Primatology,Â 26(5), 1017-1037.
Myrciaria floribunda;Accepted;Myrtaceae;Myrciaria;floribunda;Myrciaria floribunda;Brachyteles;Brachyteles arachnoides;NA;0,761428571;Species;0,425;17,258;7;8;5;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Eugenia involucrata;Accepted;Myrtaceae;Eugenia;involucrata;Eugenia involucrata;Brachyteles;Brachyteles arachnoides;NA;0,756;Genus;0,059;17,1;NA;8;3;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Astrocaryum standleyanum;Accepted;Arecaceae;Astrocaryum;standleyanum;Astrocaryum standleyanum;Tapirus;Tapirus bairdii;NA;;;7,56;17;NA;NA;NA;O'FARRILL, G., Galetti, M., & CAMPOS?ARCEIZ, A. (2013). Frugivory and seed dispersal by tapirs: an insight on their ecological role. Integrative zoology, 8(1), 4-17.
Xylosma pseudosalzmanii;Accepted;Salicaceae;Xylosma;pseudosalzmanii;Xylosma pseudosalzmanii;Brachyteles;Brachyteles arachnoides;5;0,705;Genus;NA;16,94;NA;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Xylosma pseudosalzmanii;Accepted;Salicaceae;Xylosma;pseudosalzmanii;Xylosma pseudosalzmanii;Brachyteles;Brachyteles arachnoides;NA;0,705;Genus;NA;16,94;NA;NA;1;Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plantâ€“frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818
Theobroma cacao;Accepted;Malvaceae;Theobroma;cacao;Theobroma cacao;Tapirus;Tapirus terrestris;NA;0,417815584;Species;1,82325;16,34;8;12;4;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Lacunaria crenata;Accepted;Ochnaceae;Lacunaria;crenata;Lacunaria crenata;Tapirus;Tapirus terrestris;NA;0,80468;Species;NA;16;5;NA;5;Hibert, F., Sabatier, D., Andrivot, J., Scotti-Saintagne, C., Gonzalez, S., Prévost, M. F., ... & Richard-Hansen, C. (2011). Botany, genetics and ethnobotany: a crossed investigation on the elusive tapir's diet in French Guiana. PLoS One, 6(10).
Ocotea spixia;Accepted;Lauraceae;Ocotea;spixiana;Ocotea spixiana;Brachyteles;Brachyteles arachnoides;1;0,66;Species;0,606;16;2;NA;1;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Myrciaria floribunda;Accepted;Myrtaceae;Myrciaria;floribunda;Myrciaria floribunda;Brachyteles;Brachyteles arachnoides;NA;0,7614286;Species;0,425;16;7;8;4;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Psidium aff. sartorianum;Accepted;Myrtaceae;Psidium;sartorianum;Psidium sartorianum;Brachyteles;Brachyteles arachnoides;0,5;0,81;Species;0,357;16;22;NA;NA;Bueno, R. S., Guevara, R., Ribeiro, M. C., Culot, L., Bufalo, F. S., & Galetti, M. (2013). Functiol redundancy and complementarities of seed dispersal by the last neotropical megafrugivores.Â PloS one,Â 8(2).
Margaritaria nobilis;Accepted;Euphorbiaceae;Margaritaria;nobilis;Margaritaria nobilis;Tapirus;Tapirus terrestris;NA;0,668;Genus;0,052;16;NA;NA;NA;Seibert, J. B. (2015). Padrão de frugivoria de Tapirus terrestris na Mata Atlântica do norte do Espírito Santo, Brasil (Doctoral dissertation, Dissertação de mestrado em Biologia Animal. Universidade Federal do Espírito Santo, Espírito Santo, Brasil).
Sabal mexica;Accepted;Arecaceae;Sabal;mexicana;Sabal mexicana;Ateles;Ateles geoffroyi;NA;;Genus;NA;15,24;NA;NA;1;Chaves, Ã“. M., Stoner, K. E., Arroyo-RodrÃ­guez, V., & Estrada, A. (2010). Effectiveness of Spider Monkeys (Ateles geoffroyi vellerosus) as Seed Dispersers in Continuous and Fragmented Rain Forests in Southern Mexico. Intertiol Jourl of Primatology, 32(1), 177â€“192. doi:10.1007/s10764-010-9460-0Â 
